Group,StudInLesson,Day,Les,Aud,Week,Subg,Name,CafI,Subject,Subj_type,Date,Subj_CafID,PrepID,Themas,Substitution_Name,Substitution_PrepID,Substitution_Subject,Substitution_Subj_type,Substitution_Subj_CafID,Lesson_ID,Lesson_Num
ЧПВфд-01-19,0,3,6,3-30а,26,0,Лежнева О.Д.,15,Технология приготовления хлебобулочных изделий и хлеба,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-01-18,0,4,1,3-30а,26,0,Габуния А.Я.,15,Организация обслуживания,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧРРрд-01-19,0,4,2,3-30а,26,0,Суркова Ю.А.,15,Приготовление оформление и подготовка к реализации холодных и горячих сладких блюд десертов напитков разнообразного ассортимента,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧРРрд-01-19,0,4,4,3-30а,26,0,Габуния А.Я.,15,Региональные кухни,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧРРрд-01-19,0,4,6,3-30а,26,0,Габуния А.Я.,15,Региональные кухни,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧПВфд-01-18,0,5,1,3-30а,26,0,Габуния А.Я.,15,Организация обслуживания,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧПВфд-01-18,0,5,2,3-30а,26,0,Суркова Ю.А.,15,Технология приготовления блюд и кулинарных изделий для диетического лечебно-профилактического питания,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧРРрд-01-20,0,5,4,3-30а,26,0,Габуния А.Я.,15,Учебная практика,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧРРрд-01-19,0,5,6,3-30а,26,0,Габуния А.Я.,15,Региональные кухни,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧПВфд-01-18,0,6,2,3-30а,26,0,Суркова Ю.А.,15,Технология приготовления блюд и кулинарных изделий для диетического лечебно-профилактического питания,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧРРрд-01-20,0,6,4,3-30а,26,0,Габуния А.Я.,15,Учебная практика,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧПВфд-02-21,0,1,1,3-34,26,0,Брагина Н.М.,15,Иностранный язык,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,1,1,3-34,26,0,Брагина Н.М.,15,Иностранный язык,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧППфд-01-18,0,1,3,3-34,26,0,Подгорнова Т.П.,15,Практика производственная (преддипломная),л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-01-20,0,1,5,3-34,26,0,Чехова Т.М.,15,Прикладная математика,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,1,6,3-34,26,0,Андросова П.К.,15,Оборудование предприятий общественного питания,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧРРрд-01-21,0,2,2,3-34,26,0,Ливенцова Т.Д.,15,История,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧППфд-01-18,0,2,3,3-34,26,0,Подгорнова Т.П.,15,Практика производственная (преддипломная),л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧПВфд-02-21,0,2,4,3-34,26,0,Ливенцова Т.Д.,15,Информационное общество (обществознание),л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,2,4,3-34,26,0,Ливенцова Т.Д.,15,Информационное общество (обществознание),л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧПВфд-01-20,0,2,5,3-34,26,0,Чехова Т.М.,15,Химия,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,2,5,3-34,26,0,Чехова Т.М.,15,Химия,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,2,6,3-34,26,0,Андросова П.К.,15,Оборудование предприятий общественного питания,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧПВфд-02-21,0,3,1,3-34,26,0,Ливенцова Т.Д.,15,Информационное общество (обществознание),л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,3,1,3-34,26,0,Ливенцова Т.Д.,15,Информационное общество (обществознание),л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-02-21,0,3,2,3-34,26,0,Ливенцова Т.Д.,15,Информационное общество (обществознание),л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,3,2,3-34,26,0,Ливенцова Т.Д.,15,Информационное общество (обществознание),л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧППфд-01-18,0,3,3,3-34,26,0,Подгорнова Т.П.,15,Практика производственная (преддипломная),л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-02-21,0,3,4,3-34,26,0,Ливенцова Т.Д.,15,Информационное общество (обществознание),л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,3,4,3-34,26,0,Ливенцова Т.Д.,15,Информационное общество (обществознание),л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-01-20,0,3,5,3-34,26,0,Андросова П.К.,15, Техническое оснащение организаций питания,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,3,5,3-34,26,0,Андросова П.К.,15,Оборудование предприятий общественного питания ,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-01-20,0,3,6,3-34,26,0,Суркова Ю.А.,15,Охрана труда,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,3,6,3-34,26,0,Суркова Ю.А.,15,Охрана труда,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-02-21,0,4,1,3-34,26,0,Ливенцова Т.Д.,15,Информационное общество (обществознание),л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,4,1,3-34,26,0,Ливенцова Т.Д.,15,Информационное общество (обществознание),л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧПВфд-01-18,0,4,2,3-34,26,0,Габуния А.Я.,15,Организация обслуживания,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧРРрд-01-20,0,4,3,3-34,26,0,Габуния А.Я.,15,Учебная практика,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,4,4,3-34,26,0,Родионова И.А.,15,Кавказская и кубанская кухня,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,4,5,3-34,26,0,Андросова П.К.,15,Технология приготовления сложной горячей кулинарной продукции,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,4,6,3-34,26,0,Нагорняя М.В.,15,Управление структурным подразделением организации,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,5,1,3-34,26,0,Нагорняя М.В.,15,Технология приготовления простой и основной кулинарной продукции,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧПВфд-01-19,0,5,2,3-34,26,0,Лежнева О.Д.,15,Организация и контроль текущей деятельности подчиненного персонала,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧРРрд-01-20,0,5,3,3-34,26,0,Габуния А.Я.,15,Учебная практика,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,5,4,3-34,26,0,Брагина Н.М.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,5,5,3-34,26,0,Лежнева О.Д.,15,Проектирование предприятий общественного питания,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧРРрд-01-21,0,5,6,3-34,26,0,Силаев А.И.,15,Основы безопасности жизнедеятельности,л.,2022-02-18,15,194,По теме занятия,,,,,,,
ЧППфд-01-20,0,6,1,3-34,26,0,Нагорняя М.В.,15,Технология приготовления простой и основной кулинарной продукции,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,6,4,3-34,26,0,Брагина Н.М.,15,Иностранный язык,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,6,5,3-34,26,0,Лежнева О.Д.,15,Проектирование предприятий общественного питания,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧРРрд-01-19,0,6,6,3-34,26,0,Ливенцова Т.Д.,15,Обществознание,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,1,1,3-Лаб,26,0,Суркова Ю.А.,15,Технология приготовления блюд и кулинарных изделий для диетического лечебно-профилактического питания,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,1,2,3-Лаб,26,0,Суркова Ю.А.,15,Технология приготовления блюд и кулинарных изделий для диетического лечебно-профилактического питания,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧРРрд-01-21,0,1,3,3-Лаб,26,0,Суркова Ю.А.,15,Первичная обработка продукции,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧРРрд-01-21,0,1,4,3-Лаб,26,0,Суркова Ю.А.,15,Первичная обработка продукции,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,2,1,3-Лаб,26,0,Суркова Ю.А.,15,Технология приготовления блюд и кулинарных изделий для диетического лечебно-профилактического питания,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,2,2,3-Лаб,26,0,Суркова Ю.А.,15,Технология приготовления блюд и кулинарных изделий для диетического лечебно-профилактического питания,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧРРрд-01-21,0,2,3,3-Лаб,26,0,Суркова Ю.А.,15,Первичная обработка продукции,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧРРрд-01-21,0,2,4,3-Лаб,26,0,Суркова Ю.А.,15,Первичная обработка продукции,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,3,1,3-Лаб,26,0,Суркова Ю.А.,15,Технология приготовления блюд и кулинарных изделий для диетического лечебно-профилактического питания,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,3,2,3-Лаб,26,0,Суркова Ю.А.,15,Технология приготовления блюд и кулинарных изделий для диетического лечебно-профилактического питания,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧРРрд-01-21,0,3,3,3-Лаб,26,0,Суркова Ю.А.,15,Первичная обработка продукции,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧРРрд-01-21,0,3,4,3-Лаб,26,0,Суркова Ю.А.,15,Первичная обработка продукции,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,4,3,3-Лаб,26,0,Лежнева О.Д.,15,Приготовление оформление и подготовка к реализации хлебобулочных мучных кондитерских изделий разнообразного ассортимента,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,4,4,3-Лаб,26,0,Лежнева О.Д.,15,Приготовление оформление и подготовка к реализации хлебобулочных мучных кондитерских изделий разнообразного ассортимента,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧПВфд-01-18,0,4,5,3-Лаб,26,0,Габуния А.Я.,15,Региональные кухни,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,5,3,3-Лаб,26,0,Лежнева О.Д.,15,Приготовление оформление и подготовка к реализации хлебобулочных мучных кондитерских изделий разнообразного ассортимента,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,5,4,3-Лаб,26,0,Лежнева О.Д.,15,Приготовление оформление и подготовка к реализации хлебобулочных мучных кондитерских изделий разнообразного ассортимента,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧПВфд-01-18,0,5,5,3-Лаб,26,0,Габуния А.Я.,15,Региональные кухни,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,6,3,3-Лаб,26,0,Лежнева О.Д.,15,Приготовление оформление и подготовка к реализации хлебобулочных мучных кондитерских изделий разнообразного ассортимента,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,6,4,3-Лаб,26,0,Лежнева О.Д.,15,Приготовление оформление и подготовка к реализации хлебобулочных мучных кондитерских изделий разнообразного ассортимента,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧПВфд-01-18,0,6,5,3-Лаб,26,0,Габуния А.Я.,15,Региональные кухни,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,1,1,4-26,26,0,Казарова Л.Р.,15,История дизайна,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧФУфд-02-21,0,1,2,4-26,26,0,Казарова Л.Р.,15,История,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧФУфд-01-21,0,1,2,4-26,26,0,Казарова Л.Р.,15,История,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧИПфд-01-21,0,1,3,4-26,26,0,Каспарян К.И.,15,История,л.,2022-02-14,15,179,По теме занятия,,,,,,,
ЧФУфд-02-21,0,1,4,4-26,26,0,Казарова Л.Р.,15,История,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧФУфд-01-21,0,1,4,4-26,26,0,Казарова Л.Р.,15,История,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,1,5,4-26,26,0,Казарова Л.Р.,15,История,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,1,5,4-26,26,0,Казарова Л.Р.,15,История,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,2,1,4-26,26,0,Казарова Л.Р.,15,История дизайна,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧФУфд-02-21,0,2,2,4-26,26,0,Казарова Л.Р.,15,Обществознание,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧФУфд-01-21,0,2,2,4-26,26,0,Казарова Л.Р.,15,Обществознание,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧИПфд-02-21,0,2,3,4-26,26,0,Каспарян К.И.,15,История,л.,2022-02-15,15,179,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,2,4,4-26,26,0,Казарова Л.Р.,15,Обществознание (включая Право),л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,2,5,4-26,26,0,Казарова Л.Р.,15,История,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,2,5,4-26,26,0,Казарова Л.Р.,15,История,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧЭБфд-02-21,0,2,6,4-26,26,0,Казарова Л.Р.,15,Введение в специальность,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-21,0,2,6,4-26,26,0,Казарова Л.Р.,15,Введение в специальность,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,3,1,4-26,26,0,Горохова А.А.,15,Иностранный язык,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧФУфд-02-19,0,3,2,4-26,26,0,Талантова Е.А.,15,Организация физкультурно-спортивной работы,л.,2022-02-16,15,198,По теме занятия,,,,,,,
ЧФУфд-01-19,0,3,2,4-26,26,0,Талантова Е.А.,15,Организация физкультурно-спортивной работы,л.,2022-02-16,15,198,По теме занятия,,,,,,,
ЧЭБфд-02-21,0,3,3,4-26,26,0,Казарова Л.Р.,15,Введение в специальность,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,3,4,4-26,26,0,Казарова Л.Р.,15,Обществознание (включая Право),л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧФУфд-02-21,0,3,5,4-26,26,0,Казарова Л.Р.,15,Обществознание,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧФУфд-01-21,0,3,5,4-26,26,0,Казарова Л.Р.,15,Обществознание,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧЭБфд-02-21,0,3,6,4-26,26,0,Казарова Л.Р.,15,Введение в специальность,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-21,0,3,6,4-26,26,0,Казарова Л.Р.,15,Введение в специальность,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧРРрд-01-21,0,4,1,4-26,26,0,Горохова А.А.,15,Иностранный язык,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-21,0,4,3,4-26,26,0,Казарова Л.Р.,15,Введение в специальность,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-02-20,0,4,4,4-26,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-17,15,117,По теме занятия,,,,,,,
ЧФУфд-01-20,0,4,4,4-26,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-17,15,117,По теме занятия,,,,,,,
ЧЭБфд-02-21,0,4,5,4-26,26,0,Казарова Л.Р.,15,Введение в специальность,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-21,0,4,5,4-26,26,0,Казарова Л.Р.,15,Введение в специальность,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,4,6,4-26,26,0,Казарова Л.Р.,15,История,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,5,1,4-26,26,0,Горохова А.А.,15,Иностранный язык,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧФУфд-02-20,0,5,4,4-26,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-18,15,117,По теме занятия,,,,,,,
ЧФУфд-01-20,0,5,4,4-26,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-18,15,117,По теме занятия,,,,,,,
ЧЭБфд-02-21,0,5,5,4-26,26,0,Антонова Е.И.,15,Экономика,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-21,0,5,5,4-26,26,0,Антонова Е.И.,15,Экономика,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,5,6,4-26,26,0,Казарова Л.Р.,15,История,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,6,3,4-26,26,0,Догадов Д.И.,15,Физическая и коллоидная химия,л.,2022-02-19,15,134,По теме занятия,,,,,,,
ЧРРрд-01-21,0,1,1,4-27,26,0,Ливенцова Т.Д.,15,История,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,1,4,4-27,26,0,Караманян М.И.,15,Основы проектирования объектов садово-паркового строительства,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧРРрд-01-21,0,2,1,4-27,26,0,Ливенцова Т.Д.,15,История,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-21,0,2,2,4-27,26,0,Силаев А.И.,15,Основы безопасности жизнедеятельности,л.,2022-02-15,15,194,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,2,3,4-27,26,0,Панова Н.А.,15,Цветовод (цветоводство в благоустройстве),л.,2022-02-15,15,189,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,2,4,4-27,26,0,Караманян М.И.,15,Основы проектирования объектов садово-паркового строительства,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧФУфд-02-19,0,2,5,4-27,26,0,Игошев М.В.,15,Базовые и новые физкультурно-спортивные виды деятельности с методикой оздоровительной тренировки,л.,2022-02-15,15,117,По теме занятия,,,,,,,
ЧФУфд-01-19,0,2,5,4-27,26,0,Игошев М.В.,15,Базовые и новые физкультурно-спортивные виды деятельности с методикой оздоровительной тренировки,л.,2022-02-15,15,117,По теме занятия,,,,,,,
ЧФУфд-02-18,0,3,1,4-27,26,0,Сущенко С.С.,15,Основы спортивной тренировки,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧФУфд-01-18,0,3,1,4-27,26,0,Сущенко С.С.,15,Основы спортивной тренировки,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧФУфд-02-21,0,3,2,4-27,26,0,Силаев А.И.,15,Основы безопасности жизнедеятельности,л.,2022-02-16,15,194,По теме занятия,,,,,,,
ЧФУфд-01-21,0,3,2,4-27,26,0,Силаев А.И.,15,Основы безопасности жизнедеятельности,л.,2022-02-16,15,194,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,3,3,4-27,26,0,Панова Н.А.,15,Цветовод (цветоводство в благоустройстве),л.,2022-02-16,15,189,По теме занятия,,,,,,,
ЧСАфд-02-21,0,3,4,4-27,26,0,Каспарян К.И.,15,История,л.,2022-02-16,15,179,По теме занятия,,,,,,,
ЧИПфд-01-21,0,3,5,4-27,26,0,Исаева В.В.,15,Литература,л.,2022-02-16,15,172,По теме занятия,,,,,,,
ЧФУфд-02-18,0,4,1,4-27,26,0,Сущенко С.С.,15,Основы спортивной тренировки,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-01-18,0,4,1,4-27,26,0,Сущенко С.С.,15,Основы спортивной тренировки,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧСАфд-01-21,0,4,4,4-27,26,0,Каспарян К.И.,15,История,л.,2022-02-17,15,179,По теме занятия,,,,,,,
ЧИПфд-02-21,0,4,5,4-27,26,0,Исаева В.В.,15,Литература,л.,2022-02-17,15,172,По теме занятия,,,,,,,
ЧФУфд-02-20,0,4,6,4-27,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-17,15,117,По теме занятия,,,,,,,
ЧФУфд-01-20,0,4,6,4-27,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-17,15,117,По теме занятия,,,,,,,
ЧФУфд-02-18,0,5,1,4-27,26,0,Казакова Н.А.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧФУфд-01-18,0,5,1,4-27,26,0,Казакова Н.А.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧФУфд-02-20,0,5,5,4-27,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-18,15,117,По теме занятия,,,,,,,
ЧФУфд-01-20,0,5,5,4-27,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-18,15,117,По теме занятия,,,,,,,
ЧФУфд-02-20,0,5,6,4-27,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-18,15,117,По теме занятия,,,,,,,
ЧФУфд-01-20,0,5,6,4-27,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-18,15,117,По теме занятия,,,,,,,
ЧФУфд-02-18,0,6,1,4-27,26,0,Казакова Н.А.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧФУфд-01-18,0,6,1,4-27,26,0,Казакова Н.А.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧФУфд-02-20,0,6,5,4-27,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-19,15,117,По теме занятия,,,,,,,
ЧФУфд-01-20,0,6,5,4-27,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-19,15,117,По теме занятия,,,,,,,
ЧНПфд-01-19,0,1,1,4-29,26,0,Соболева Н.Л.,15,Основы исполнительского мастерства (художественное стекло бисер),л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧНПфд-01-19,0,1,2,4-29,26,0,Соболева Н.Л.,15,Основы исполнительского мастерства (художественное стекло бисер),л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-18,0,1,5,4-29,26,0,Панова Н.А.,15,Защита растений,л.,2022-02-14,15,189,По теме занятия,,,,,,,
ЧНПфд-01-19,0,2,1,4-29,26,0,Соболева Н.Л.,15,Основы исполнительского мастерства (художественное стекло бисер),л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧНПфд-01-19,0,2,2,4-29,26,0,Соболева Н.Л.,15,Основы исполнительского мастерства (художественное стекло бисер),л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,2,5,4-29,26,0,Панова Н.А.,15,Декоративная дендрология,л.,2022-02-15,15,189,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,2,6,4-29,26,0,Панова Н.А.,15,Цветовод (цветоводство в благоустройстве),л.,2022-02-15,15,189,По теме занятия,,,,,,,
ЧНПфд-01-19,0,3,1,4-29,26,0,Соболева Н.Л.,15,Дополнительная работа под руководством преподавателя,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧНПфд-01-19,0,3,2,4-29,26,0,Соболева Н.Л.,15,Дополнительная работа под руководством преподавателя,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧФУфд-02-18,0,3,4,4-29,26,0,Сущенко С.С.,15,Технология физкультурно-спортивной деятельности,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧФУфд-01-18,0,3,4,4-29,26,0,Сущенко С.С.,15,Технология физкультурно-спортивной деятельности,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧНПфд-01-20,0,3,5,4-29,26,0,Пересунько-Гончарова Т.В.,15,Композиция,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,3,6,4-29,26,0,Караманян М.И.,15,Основы проектирования объектов садово-паркового строительства,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧФУфд-02-19,0,4,1,4-29,26,0,Талантова Е.А.,15,Организация физкультурно-спортивной работы,л.,2022-02-17,15,198,По теме занятия,,,,,,,
ЧФУфд-01-19,0,4,1,4-29,26,0,Талантова Е.А.,15,Организация физкультурно-спортивной работы,л.,2022-02-17,15,198,По теме занятия,,,,,,,
ЧНПфд-01-19,0,4,2,4-29,26,0,Соболева Н.Л.,15,Дополнительная работа под руководством преподавателя,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-02-18,0,4,3,4-29,26,0,Ливенцова Т.Д.,15,Теоретические и прикладные аспекты методической работы педагога по физической культуре и спорту,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-01-18,0,4,3,4-29,26,0,Ливенцова Т.Д.,15,Теоретические и прикладные аспекты методической работы педагога по физической культуре и спорту,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-02-18,0,4,4,4-29,26,0,Сущенко С.С.,15,Технология физкультурно-спортивной деятельности,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-01-18,0,4,4,4-29,26,0,Сущенко С.С.,15,Технология физкультурно-спортивной деятельности,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧНПфд-01-19,0,4,5,4-29,26,0,Соболева Н.Л.,15,Основы исполнительского мастерства (художественное стекло бисер),л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-02-18,0,4,6,4-29,26,0,Ливенцова Т.Д.,15,Теоретические и прикладные аспекты методической работы педагога по физической культуре и спорту,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-01-18,0,4,6,4-29,26,0,Ливенцова Т.Д.,15,Теоретические и прикладные аспекты методической работы педагога по физической культуре и спорту,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-02-18,0,5,3,4-29,26,0,Ливенцова Т.Д.,15,Теоретические и прикладные аспекты методической работы педагога по физической культуре и спорту,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧФУфд-01-18,0,5,3,4-29,26,0,Ливенцова Т.Д.,15,Теоретические и прикладные аспекты методической работы педагога по физической культуре и спорту,л.,2022-02-18,15,0,По теме занятия,,,,,,,
